	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	STAMINA_COST	EXP_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT
19-5	116	3	ORANGE_6	7	961	0	CH20_COMBAT_SM	NPC_MR_SMASHY,BANSHEE,DARK_DRACUL,WEE_WITCH,MOON_DRAKE,NPC_ICE_GOLEM	NPC_POTTED_PLANT,DRAGON_LADY,STOWAWAY,DOPPELGANGER,DARK_DRACUL,SHADOW_ASSASSIN	NPC_SKELETON_DEER,SILENT_SPIRIT,FROST_GIANT,NPC_BUFF_SPRITE,DUST_DEVIL,[boss]DEEP_DRAGON	SHARD_BOWIE_KNIFE,SHARD_REEL_UPHOLSTERED_THRONE,SHARD_SOUL_PUPPET	SHARD_SOUL_PUPPET,SHARD_SOUL_PUPPET,SHARD_SOUL_PUPPET,SHARD_REEL_UPHOLSTERED_THRONE,SHARD_REEL_UPHOLSTERED_THRONE,SHARD_SOUL_PUPPET
19-6	117	3	ORANGE_6	7	961	1	CH20_COMBAT_2	VILE_BILE,NPC_LYING_LANTERN,NPC_EYEBALL,MISTRESS_MANICURE,NPC_STONE_IMP,NPC_FLEA_DEMON	NPC_STONE_IMP,NPC_STONE_IMP,NPC_FLEA_DEMON,NPC_FLEA_DEMON,HYDRA,RABID_DRAGON	NPC_FIRE_IMP,NPC_FIRE_IMP,NPC_FIRE_IMP,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,[boss]BURNT_ONE	SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_THE_HUSTLE	SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_EYE_OF_THE_BEHOLDER
19-7	117	3	ORANGE_6	7	964	0	CH20_COMBAT_SM	RAGING_REVENANT,SAVAGE_CUTIE,NPC_BUFF_SPRITE,KRAKEN_KING,UNSTABLE_UNDERSTUDY,NPC_MUSHROOM	DRUIDINATRIX,GROOVY_DRUID,AQUATIC_MAN,HYDRA,CENTAUR_OF_ATTENTION,SKELETON_KING	POLEMASTER,MEDUSA,NPC_MYSTIC_WILDLING,NPC_FLEA_DEMON,SNIPER_WOLF,[boss]STORM_DRAGON	SHARD_BOWIE_KNIFE,SHARD_REEL_UPHOLSTERED_THRONE,SHARD_CREATINE_CACTUS	SHARD_CREATINE_CACTUS,SHARD_CREATINE_CACTUS,SHARD_CREATINE_CACTUS,SHARD_REEL_UPHOLSTERED_THRONE,SHARD_REEL_UPHOLSTERED_THRONE,SHARD_CREATINE_CACTUS
19-8	117	3	ORANGE_6	7	966	0	CH20_COMBAT_SM	ROLLER_WARRIOR,SAVAGE_CUTIE,NPC_MUSHROOM,NPC_FLEA_DEMON,DEEP_DRAGON,NPC_FLEA_DEMON	NPC_GOBLIN,GENIE,DEEP_DRAGON,CURSED_STATUE,NPC_FLEA_DEMON,NPC_EYEBALL	NPC_INFERNO_SPIDER,NPC_SHARK,DRAGON_LADY,PIRATE,NPC_LYING_LANTERN,[boss]DRAGZILLA	SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_BOOM_BOX,SHARD_HEARTY_CHEST	SHARD_HEARTY_CHEST,SHARD_HEARTY_CHEST,SHARD_HEARTY_CHEST,SHARD_REEL_BOOM_BOX,SHARD_REEL_BOOM_BOX,SHARD_HEARTY_CHEST
19-9	118	3	ORANGE_6	7	966	1	CH20_COMBAT_3	ZOMBIE_SQUIRE,NPC_SKELETON_DEER,SKELETON_KING,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_FLEA_DEMON	VILE_BILE,NPC_EYEBALL,NPC_EYEBALL,NPC_FLEA_DEMON,NPC_FLEA_DEMON,DARK_DRACUL	NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_STONE_IMP,KRAKEN_KING,VOID_WYVERN,[boss]MISTRESS_MANICURE	SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_RING_OF_ILL_WILL,SHARD_GROUND_GEARS	SHARD_RING_OF_ILL_WILL,SHARD_RING_OF_ILL_WILL,SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_HEALTHY_DOSE_OF_SKEPTICISM
19-10	118	3	ORANGE_6	7	970	0	CH20_COMBAT_SM	DRAGON_LADY,NPC_POTTED_PLANT,NPC_SHARK,UNSTABLE_UNDERSTUDY,MAGIC_DRAGON,MOON_DRAKE	NPC_SHARK,NPC_KAMIKAZE_GNOME,DEMON_TOTEM,ELECTROYETI,NPC_MUSHROOM,SNIPER_WOLF	DRAGON_LADY,UNICORGI,NPC_KAMIKAZE_GNOME,HYDRA,STOWAWAY,[boss]BANSHEE	SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_BOOM_BOX,SHARD_MUNDANE_MUSHROOMS	SHARD_MUNDANE_MUSHROOMS,SHARD_MUNDANE_MUSHROOMS,SHARD_MUNDANE_MUSHROOMS,SHARD_REEL_BOOM_BOX,SHARD_REEL_BOOM_BOX,SHARD_MUNDANE_MUSHROOMS
19-11	118	3	ORANGE_6	7	972	0	CH20_COMBAT_SM	DRUIDINATRIX,NPC_ANT,KRAKEN_KING,NPC_SCARECROW,NPC_BUFF_SPRITE,MAGIC_DRAGON	NPC_MR_SMASHY,DUST_DEVIL,RABID_DRAGON,NPC_ICE_GOLEM,DEEP_DRAGON,NPC_WILDLING_ARCHER	NPC_INFERNO_SPIDER,NINJA_DWARF,BARDBARIAN,BONE_DRAGON,NPC_HEAD_CRAB,[boss]DRAGZILLA	SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_CREATINE_CACTUS	SHARD_CREATINE_CACTUS,SHARD_CREATINE_CACTUS,SHARD_CREATINE_CACTUS,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_CREATINE_CACTUS
19-12	119	3	ORANGE_6	7	972	1	CH20_COMBAT_3	VILE_BILE,DARK_HORSE,NPC_EYEBALL,NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_STONE_IMP	VOID_WYVERN,SNAP_DRAGON,HYDRA,RABID_DRAGON,DARK_DRACUL,SPECTRAL_DRAGON	SNAP_DRAGON,RABID_DRAGON,NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_FLEA_DEMON,[boss]BURNT_ONE	SHARD_REEL_GLORY_SEEKER,SHARD_FOUR_D_GLASSES,SHARD_REEL_FLOPPIN_FLIP_FLOPS	SHARD_FOUR_D_GLASSES,SHARD_FOUR_D_GLASSES,SHARD_REEL_GLORY_SEEKER,SHARD_REEL_GLORY_SEEKER,SHARD_REEL_GLORY_SEEKER,SHARD_REEL_GLORY_SEEKER
19-13	119	3	ORANGE_6	7	975	0	CH20_COMBAT_SM	NPC_KAMIKAZE_GNOME,SAVAGE_CUTIE,MINOTAUR,WEE_WITCH,SKELETON_KING,NPC_FLEA_DEMON	NPC_FIRE_IMP,NPC_STONE_IMP,DRAGON_LADY,NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_FLEA_DEMON	NPC_POTTED_PLANT,VULTURE_DRAGON,NPC_FLEA_DEMON,NPC_LYING_LANTERN,DOPPELGANGER,[boss]NPC_ICE_GOLEM	SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_THE_HUSTLE	SHARD_THE_HUSTLE,SHARD_THE_HUSTLE,SHARD_THE_HUSTLE,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_THE_HUSTLE
19-14	119	3	ORANGE_6	7	978	0	CH20_COMBAT_SM	NPC_POTTED_PLANT,SPIKEY_DRAGON,MAGIC_DRAGON,SPECTRAL_DRAGON,NPC_FIRE_IMP,NPC_STONE_IMP	UNICORGI,SAVAGE_CUTIE,NPC_CAULDRON_MONSTER,NPC_FLEA_DEMON,BURNT_ONE,NPC_EYEBALL	BROZERKER,NPC_POTTED_PLANT,NPC_HEAD_CRAB,BANSHEE,NPC_CRYSTAL_GOLEM,[boss]DRAGZILLA	SHARD_REEL_GLORY_SEEKER,SHARD_RING_OF_ILL_WILL,SHARD_MUNDANE_MUSHROOMS	SHARD_MUNDANE_MUSHROOMS,SHARD_MUNDANE_MUSHROOMS,SHARD_MUNDANE_MUSHROOMS,SHARD_RING_OF_ILL_WILL,SHARD_RING_OF_ILL_WILL,SHARD_MUNDANE_MUSHROOMS
19-15	120	3	ORANGE_6	7	978	1	CH20_COMBAT_4	VOID_WYVERN,DARK_DRACUL,NPC_STONE_IMP,NPC_STONE_IMP,NPC_FIRE_IMP,NPC_FIRE_IMP	KRAKEN_KING,NPC_EYEBALL,NPC_EYEBALL,HYDRA,NPC_FLEA_DEMON,NPC_FLEA_DEMON	NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_EYEBALL,NPC_EYEBALL,MISTRESS_MANICURE,[boss]VILE_BILE	SHARD_HELM_OF_THE_RAGING_BEAR,SHARD_LITTLE_PRICKS,SHARD_REEL_HEART_HEALTH_CANDY	SHARD_LITTLE_PRICKS,SHARD_LITTLE_PRICKS,SHARD_HELM_OF_THE_RAGING_BEAR,SHARD_HELM_OF_THE_RAGING_BEAR,SHARD_HELM_OF_THE_RAGING_BEAR,SHARD_HELM_OF_THE_RAGING_BEAR
19-16	120	3	ORANGE_6	7	980	0	CH20_COMBAT_SM	DRAGON_LADY,BARDBARIAN,BONE_DRAGON,DARK_DRACUL,SKELETON_KING,WEE_WITCH	SATYR,NPC_CLOUD_MONSTER,NPC_ANT,CYCLOPS_WIZARD,BANSHEE,NPC_ICE_GOLEM	RAGING_REVENANT,ELECTROYETI,MEDUSA,NPC_EYEBALL,SHADOW_ASSASSIN,[boss]CURSED_STATUE	SHARD_REEL_GLORY_SEEKER,SHARD_RING_OF_ILL_WILL,SHARD_GROUND_GEARS	SHARD_GROUND_GEARS,SHARD_GROUND_GEARS,SHARD_GROUND_GEARS,SHARD_RING_OF_ILL_WILL,SHARD_RING_OF_ILL_WILL,SHARD_GROUND_GEARS
19-17	120	3	ORANGE_6	7	984	0	CH20_COMBAT_SM	ROLLER_WARRIOR,NPC_SKELETON_DEER,NPC_POTTED_PLANT,NPC_WILDLING_SNIPER,NPC_SQUID,DRAGZILLA	PLANT_SOUL,NINJA_DWARF,SPIDER_QUEEN,GROOVY_DRUID,STORM_DRAGON,SHADOW_ASSASSIN	NPC_MR_SMASHY,NPC_FIRE_IMP,UNSTABLE_UNDERSTUDY,NPC_SQUIRREL,SPIKEY_DRAGON,[boss]STORM_DRAGON	SHARD_HELM_OF_THE_RAGING_BEAR,SHARD_FOUR_D_GLASSES,SHARD_THE_HUSTLE	SHARD_THE_HUSTLE,SHARD_THE_HUSTLE,SHARD_THE_HUSTLE,SHARD_FOUR_D_GLASSES,SHARD_FOUR_D_GLASSES,SHARD_THE_HUSTLE
19-18	120	3	ORANGE_6	7	984	1	CH20_COMBAT_4	NPC_FIRE_IMP,NPC_FIRE_IMP,SNAP_DRAGON,SKELETON_KING,NPC_SKELETON_DEER,NPC_SKELETON_DEER	NPC_STONE_IMP,NPC_STONE_IMP,HYDRA,RABID_DRAGON,KRAKEN_KING,CURSED_STATUE	VILE_BILE,MISTRESS_MANICURE,BURNT_ONE,NPC_FLEA_DEMON,NPC_FLEA_DEMON,[boss]VOID_WYVERN	SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS,SHARD_REEL_HAMMER_TIME,SHARD_REEL_CLOAK_OF_THE_OWL	SHARD_REEL_HAMMER_TIME,SHARD_REEL_HAMMER_TIME,SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS,SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS,SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS,SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS
20-0	120	4	ORANGE_7	7	986	1	CH21_COMBAT_1	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_BUFF_SPRITE,NPC_BUFF_SPRITE,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE	COSMIC_ELF,DRUIDINATRIX,GROOVY_DRUID,SHADOW_ASSASSIN,NPC_HEALER_SPRITE,NPC_BUFF_SPRITE	[boss]BULWARK_ANGEL,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,MOON_DRAKE,FAITH_HEALER,ANGELIC_HERALD	SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_GIANTS_GROG	SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_ORBITAL_KITTY
20-1	120	4	ORANGE_7	7	987	0	CH21_COMBAT_SM	SAVAGE_CUTIE,DRAGON_LADY,NPC_CLOUD_MONSTER,SNIPER_WOLF,CENTAUR_OF_ATTENTION,VULTURE_DRAGON	NPC_CAULDRON_MONSTER,POLEMASTER,NPC_SKELETON_DEER,NPC_CRYSTAL_GOLEM,GENIE,DRAGZILLA	SPIDER_QUEEN,DUNGEON_MAN,NPC_WILDLING_SNIPER,NPC_MYSTIC_WILDLING,MOON_DRAKE,[boss]ANGELIC_HERALD	SHARD_REEL_GLORY_SEEKER,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_THE_HUSTLE	SHARD_THE_HUSTLE,SHARD_THE_HUSTLE,SHARD_THE_HUSTLE,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_THE_HUSTLE
20-2	120	4	ORANGE_7	7	989	0	CH21_COMBAT_SM	NPC_MR_SMASHY,NPC_POTTED_PLANT,SILENT_SPIRIT,SPECTRAL_DRAGON,ANGELIC_HERALD,HYDRA	POLEMASTER,NPC_KAMIKAZE_GNOME,NPC_TROLL_BLOB,MOON_DRAKE,NPC_CRYSTAL_GOLEM,NPC_WILDLING_ARCHER	GROOVY_DRUID,DUST_DEVIL,NPC_MYSTIC_WILDLING,NPC_ICE_GOLEM,GENIE,[boss]NPC_MUSHROOM	SHARD_REEL_ORBITAL_KITTY,SHARD_RING_OF_ILL_WILL,SHARD_MUNDANE_MUSHROOMS	SHARD_MUNDANE_MUSHROOMS,SHARD_MUNDANE_MUSHROOMS,SHARD_MUNDANE_MUSHROOMS,SHARD_RING_OF_ILL_WILL,SHARD_RING_OF_ILL_WILL,SHARD_MUNDANE_MUSHROOMS
20-3	121	4	ORANGE_7	7	991	1	CH21_COMBAT_3	NPC_CLOUD_MONSTER,UNICORGI,NPC_CLOUD_MONSTER,NPC_ANGELIC_AVENGER,NPC_CLOUD_MONSTER,NPC_BUFF_SPRITE	NPC_CLOUD_MONSTER,FAITH_HEALER,NPC_CLOUD_MONSTER,NPC_ANGELIC_AVENGER,NPC_CLOUD_MONSTER,NPC_HEALER_SPRITE	NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,BROZERKER,ORC_MONK,DARK_HORSE,[boss]ANGELIC_HERALD	SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_REEL_BRAIN_GUARD_9000,SHARD_AGED_DRAGON_MILK	SHARD_REEL_BRAIN_GUARD_9000,SHARD_REEL_BRAIN_GUARD_9000,SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_SWEATBAND_OF_TRAINING_MONTAGES
20-4	121	4	ORANGE_7	7	993	0	CH21_COMBAT_SM	SPIDER_QUEEN,NINJA_DWARF,UNICORGI,SKELETON_KING,CRIMSON_WITCH,SPIKEY_DRAGON	VULTURE_DRAGON,NPC_ICE_GOLEM,VOID_WYVERN,DEEP_DRAGON,NPC_TROLL_BLOB,NPC_INFERNO_SPIDER	SATYR,DOPPELGANGER,FROST_GIANT,RABID_DRAGON,ORC_MONK,[boss]NPC_ANGELIC_AVENGER	SHARD_REEL_ORBITAL_KITTY,SHARD_RING_OF_ILL_WILL,SHARD_GROUND_GEARS	SHARD_GROUND_GEARS,SHARD_GROUND_GEARS,SHARD_GROUND_GEARS,SHARD_RING_OF_ILL_WILL,SHARD_RING_OF_ILL_WILL,SHARD_GROUND_GEARS
20-5	121	4	ORANGE_7	7	994	0	CH21_COMBAT_SM	NPC_STONE_IMP,DRAGON_LADY,COSMIC_ELF,DOPPELGANGER,GENIE,NPC_MUSHROOM	NPC_CLOUD_MONSTER,BROZERKER,COSMIC_ELF,HYDRA,TOMB_ANGEL,MAGIC_DRAGON	UNICORGI,NINJA_DWARF,NPC_HEAD_CRAB,KRAKEN_KING,GROOVY_DRUID,[boss]CRIMSON_WITCH	SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_THE_HUSTLE	SHARD_THE_HUSTLE,SHARD_THE_HUSTLE,SHARD_THE_HUSTLE,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_THE_HUSTLE
20-6	122	4	ORANGE_7	7	996	1	CH21_COMBAT_3	NPC_CLOUD_MONSTER,NPC_ANGELIC_AVENGER,NPC_SQUID,NPC_HEAD_CRAB,KRAKEN_KING,NPC_CLOUD_MONSTER	NPC_HEALER_SPRITE,FAITH_HEALER,ORC_MONK,DARK_HORSE,NPC_BUFF_SPRITE,NPC_BUFF_SPRITE	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,DEEP_DRAGON,MOON_DRAKE,ANGELIC_HERALD,[boss]TOMB_ANGEL	SHARD_REEL_SICK_MULLET,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_POISONED_DAGGER	SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_REEL_SICK_MULLET,SHARD_REEL_SICK_MULLET,SHARD_REEL_SICK_MULLET,SHARD_REEL_SICK_MULLET
20-7	122	4	ORANGE_7	7	998	0	CH21_COMBAT_SM	SPIDER_QUEEN,RABID_DRAGON,PIRATE,NPC_HEALER_SPRITE,WEE_WITCH,MAGIC_DRAGON	DRUIDINATRIX,NPC_ANT,POLEMASTER,NPC_HEALER_SPRITE,BARDBARIAN,PIRATE	SNAP_DRAGON,ZOMBIE_SQUIRE,UNICORGI,DARK_DRACUL,KRAKEN_KING,[boss]BULWARK_ANGEL	SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_GIANTS_GROG	SHARD_GIANTS_GROG,SHARD_GIANTS_GROG,SHARD_GIANTS_GROG,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_GIANTS_GROG
20-8	122	4	ORANGE_7	7	1000	0	CH21_COMBAT_SM	NPC_SHARK,NPC_TROLL_BLOB,VULTURE_DRAGON,MAGIC_DRAGON,NPC_KAMIKAZE_GNOME,NPC_POTTED_PLANT	BROZERKER,BANSHEE,DUST_DEVIL,DARK_HORSE,ROLLER_WARRIOR,SILENT_SPIRIT	MOON_DRAKE,CURSED_STATUE,WEE_WITCH,NPC_CAULDRON_MONSTER,DRAGON_LADY,[boss]RABID_DRAGON	SHARD_REEL_SICK_MULLET,SHARD_REEL_BRAIN_GUARD_9000,SHARD_GROUND_GEARS	SHARD_GROUND_GEARS,SHARD_GROUND_GEARS,SHARD_GROUND_GEARS,SHARD_REEL_BRAIN_GUARD_9000,SHARD_REEL_BRAIN_GUARD_9000,SHARD_GROUND_GEARS
20-9	123	4	ORANGE_7	7	1001	1	CH21_COMBAT_2	ORC_MONK,FAITH_HEALER,COSMIC_ELF,BROZERKER,DARK_HORSE,NPC_BUFF_SPRITE	ANGELIC_HERALD,UNICORGI,BULWARK_ANGEL,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE	NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,MOON_DRAKE,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,[boss]TOMB_ANGEL	SHARD_LENSLESS_GLASSES,SHARD_TIME_KILLER,SHARD_RINGS_OF_A_FEATHER	SHARD_TIME_KILLER,SHARD_TIME_KILLER,SHARD_LENSLESS_GLASSES,SHARD_LENSLESS_GLASSES,SHARD_LENSLESS_GLASSES,SHARD_LENSLESS_GLASSES
20-10	123	4	ORANGE_7	7	1003	0	CH21_COMBAT_SM	DARK_HORSE,SILENT_SPIRIT,ORC_MONK,NPC_SCARECROW,BANSHEE,DUNGEON_MAN	DRAGON_LADY,NPC_CLOUD_MONSTER,SILENT_SPIRIT,AQUATIC_MAN,WEE_WITCH,NPC_WILDLING_ARCHER	SAVAGE_CUTIE,VULTURE_DRAGON,ZOMBIE_SQUIRE,SHADOW_ASSASSIN,BULWARK_ANGEL,[boss]DRAGZILLA	SHARD_REEL_SICK_MULLET,SHARD_REEL_BRAIN_GUARD_9000,SHARD_AGED_DRAGON_MILK	SHARD_AGED_DRAGON_MILK,SHARD_AGED_DRAGON_MILK,SHARD_AGED_DRAGON_MILK,SHARD_REEL_BRAIN_GUARD_9000,SHARD_REEL_BRAIN_GUARD_9000,SHARD_AGED_DRAGON_MILK
20-11	123	4	ORANGE_7	7	1005	0	CH21_COMBAT_SM	BROZERKER,NPC_POTTED_PLANT,DRAGON_LADY,NPC_HEAD_CRAB,NPC_MUSHROOM,NPC_ANGELIC_AVENGER	POLEMASTER,CYCLOPS_WIZARD,GROOVY_DRUID,VOID_WYVERN,SKELETON_KING,CRIMSON_WITCH	SILENT_SPIRIT,BONE_DRAGON,NPC_SQUIRREL,DEEP_DRAGON,NPC_ICE_GOLEM,[boss]TOMB_ANGEL	SHARD_LENSLESS_GLASSES,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_GIANTS_GROG	SHARD_GIANTS_GROG,SHARD_GIANTS_GROG,SHARD_GIANTS_GROG,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_GIANTS_GROG
20-12	124	4	ORANGE_7	7	1007	1	CH21_COMBAT_2	UNICORGI,FAITH_HEALER,BROZERKER,ORC_MONK,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE	COSMIC_ELF,DRUIDINATRIX,GROOVY_DRUID,TOMB_ANGEL,NPC_CLOUD_MONSTER,NPC_BUFF_SPRITE	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,DARK_HORSE,ANGELIC_HERALD,MOON_DRAKE,[boss]BULWARK_ANGEL	SHARD_REEL_HAMMER_TIME,SHARD_HEAL_AID,SHARD_REEL_FLATTERING_MIRROR	SHARD_HEAL_AID,SHARD_HEAL_AID,SHARD_REEL_HAMMER_TIME,SHARD_REEL_HAMMER_TIME,SHARD_REEL_HAMMER_TIME,SHARD_REEL_HAMMER_TIME
20-13	124	4	ORANGE_7	7	1008	0	CH21_COMBAT_SM	RAGING_REVENANT,NPC_STONE_IMP,NPC_HEALER_SPRITE,MAGIC_DRAGON,VOID_WYVERN,NPC_STONE_IMP	NPC_INFERNO_SPIDER,NPC_POTTED_PLANT,PIRATE,KRAKEN_KING,BARDBARIAN,VOID_WYVERN	ZOMBIE_SQUIRE,TOMB_ANGEL,NPC_LYING_LANTERN,VOID_WYVERN,SKELETON_KING,[boss]SNIPER_WOLF	SHARD_LENSLESS_GLASSES,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_POISONED_DAGGER	SHARD_POISONED_DAGGER,SHARD_POISONED_DAGGER,SHARD_POISONED_DAGGER,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_POISONED_DAGGER
20-14	124	4	ORANGE_7	7	1010	0	CH21_COMBAT_SM	NPC_CLOUD_MONSTER,DRAGON_LADY,POLEMASTER,NPC_WILDLING_ARCHER,NPC_CRYSTAL_GOLEM,CENTAUR_OF_ATTENTION	SILENT_SPIRIT,KRAKEN_KING,BARDBARIAN,NPC_HEALER_SPRITE,NPC_WILDLING_ARCHER,SPIKEY_DRAGON	PLANT_SOUL,MINOTAUR,FROST_GIANT,NPC_SQUIRREL,DWARVEN_ARCHER,[boss]GENIE	SHARD_REEL_HAMMER_TIME,SHARD_TIME_KILLER,SHARD_AGED_DRAGON_MILK	SHARD_AGED_DRAGON_MILK,SHARD_AGED_DRAGON_MILK,SHARD_AGED_DRAGON_MILK,SHARD_TIME_KILLER,SHARD_TIME_KILLER,SHARD_AGED_DRAGON_MILK
20-15	125	4	ORANGE_7	7	1012	1	CH21_COMBAT_4	BULWARK_ANGEL,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER	TOMB_ANGEL,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,[boss]ANGELIC_HERALD	SHARD_UNTESTED_JETPACK,SHARD_DOUBLE_BLADED_SWORD,SHARD_REEL_BLUNT_BLADE	SHARD_DOUBLE_BLADED_SWORD,SHARD_DOUBLE_BLADED_SWORD,SHARD_UNTESTED_JETPACK,SHARD_UNTESTED_JETPACK,SHARD_UNTESTED_JETPACK,SHARD_UNTESTED_JETPACK
20-16	125	4	ORANGE_7	7	1014	0	CH21_COMBAT_SM	NPC_MR_SMASHY,DRAGON_LADY,PLANT_SOUL,MAGIC_DRAGON,DWARVEN_ARCHER,NPC_SQUIRREL	DEMON_TOTEM,NPC_KAMIKAZE_GNOME,PLANT_SOUL,NPC_MYSTIC_WILDLING,CYCLOPS_WIZARD,PIRATE	SPIDER_QUEEN,BANSHEE,NPC_LYING_LANTERN,GROOVY_DRUID,CURSED_STATUE,[boss]WEE_WITCH	SHARD_REEL_HAMMER_TIME,SHARD_TIME_KILLER,SHARD_RINGS_OF_A_FEATHER	SHARD_RINGS_OF_A_FEATHER,SHARD_RINGS_OF_A_FEATHER,SHARD_RINGS_OF_A_FEATHER,SHARD_TIME_KILLER,SHARD_TIME_KILLER,SHARD_RINGS_OF_A_FEATHER
20-17	125	4	ORANGE_7	7	1015	0	CH21_COMBAT_SM	POLEMASTER,DEMON_TOTEM,SPECTRAL_DRAGON,DWARVEN_ARCHER,WEE_WITCH,NPC_ANGELIC_AVENGER	NPC_CAULDRON_MONSTER,NPC_HEAD_CRAB,NPC_MYSTIC_WILDLING,NPC_LYING_LANTERN,NPC_MUSHROOM,ANGELIC_HERALD	POLEMASTER,SATYR,NPC_STONE_IMP,COSMIC_ELF,SHADOW_ASSASSIN,[boss]FAITH_HEALER	SHARD_UNTESTED_JETPACK,SHARD_HEAL_AID,SHARD_POISONED_DAGGER	SHARD_POISONED_DAGGER,SHARD_POISONED_DAGGER,SHARD_POISONED_DAGGER,SHARD_HEAL_AID,SHARD_HEAL_AID,SHARD_POISONED_DAGGER
