	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARD_1	REWARD_1_QTY	REWARD_2	REWARD_2_QTY	REWARD_3	REWARD_3_QTY	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	VALUE	EXTRA	CAMPAIGN_TYPE	CAMPAIGN_CHAPTER	CAMPAIGN_LEVEL	GOOGLE_ID
22018	ELITE_20_18	ACHIEVEMENT	4	claim	campaign/ELITE/20/18	STAMINA	120	DIAMONDS	10			22015	Once,FollowUp	CampaignWin			ELITE	20	18	
22100	ELITE_21_0	ACHIEVEMENT	4	claim	campaign/ELITE/21/0	EXP_DECANTER	5	DIAMONDS	10			22018	Once,FollowUp,TL126,HasChapter	CampaignWin			ELITE	21	0	
22103	ELITE_21_3	ACHIEVEMENT	4	claim	campaign/ELITE/21/3	GOLD	400000	DIAMONDS	10			22100	Once,FollowUp	CampaignWin			ELITE	21	3	
22106	ELITE_21_6	ACHIEVEMENT	4	claim	campaign/ELITE/21/6	EXP_DECANTER	5	DIAMONDS	10			22103	Once,FollowUp	CampaignWin			ELITE	21	6	
22109	ELITE_21_9	ACHIEVEMENT	4	claim	campaign/ELITE/21/9	STAMINA	60	DIAMONDS	10			22106	Once,FollowUp	CampaignWin			ELITE	21	9	
22112	ELITE_21_12	ACHIEVEMENT	4	claim	campaign/ELITE/21/12	GOLD	400000	DIAMONDS	10			22109	Once,FollowUp	CampaignWin			ELITE	21	12	
22115	ELITE_21_15	ACHIEVEMENT	4	claim	campaign/ELITE/21/15	EXP_DECANTER	5	DIAMONDS	10			22112	Once,FollowUp	CampaignWin			ELITE	21	15	
22118	ELITE_21_18	ACHIEVEMENT	4	claim	campaign/ELITE/21/18	STAMINA	120	DIAMONDS	10			22115	Once,FollowUp	CampaignWin			ELITE	21	18	
22200	ELITE_22_0	ACHIEVEMENT	4	claim	campaign/ELITE/22/0	EXP_DECANTER	5	DIAMONDS	10			22118	Once,FollowUp,TL131,HasChapter	CampaignWin			ELITE	22	0	
22203	ELITE_22_3	ACHIEVEMENT	4	claim	campaign/ELITE/22/3	GOLD	420000	DIAMONDS	10			22200	Once,FollowUp	CampaignWin			ELITE	22	3	
22206	ELITE_22_6	ACHIEVEMENT	4	claim	campaign/ELITE/22/6	EXP_DECANTER	5	DIAMONDS	10			22203	Once,FollowUp	CampaignWin			ELITE	22	6	
22209	ELITE_22_9	ACHIEVEMENT	4	claim	campaign/ELITE/22/9	STAMINA	60	DIAMONDS	10			22206	Once,FollowUp	CampaignWin			ELITE	22	9	
22212	ELITE_22_12	ACHIEVEMENT	4	claim	campaign/ELITE/22/12	GOLD	420000	DIAMONDS	10			22209	Once,FollowUp	CampaignWin			ELITE	22	12	
22215	ELITE_22_15	ACHIEVEMENT	4	claim	campaign/ELITE/22/15	EXP_DECANTER	5	DIAMONDS	10			22212	Once,FollowUp	CampaignWin			ELITE	22	15	
22218	ELITE_22_18	ACHIEVEMENT	4	claim	campaign/ELITE/22/18	STAMINA	120	DIAMONDS	10			22215	Once,FollowUp	CampaignWin			ELITE	22	18	
22300	ELITE_23_0	ACHIEVEMENT	4	claim	campaign/ELITE/23/0	EXP_DECANTER	5	DIAMONDS	10			22218	Once,FollowUp,TL136,HasChapter	CampaignWin			ELITE	23	0	
22303	ELITE_23_3	ACHIEVEMENT	4	claim	campaign/ELITE/23/3	GOLD	440000	DIAMONDS	10			22300	Once,FollowUp	CampaignWin			ELITE	23	3	
22306	ELITE_23_6	ACHIEVEMENT	4	claim	campaign/ELITE/23/6	EXP_DECANTER	5	DIAMONDS	10			22303	Once,FollowUp	CampaignWin			ELITE	23	6	
22309	ELITE_23_9	ACHIEVEMENT	4	claim	campaign/ELITE/23/9	STAMINA	60	DIAMONDS	10			22306	Once,FollowUp	CampaignWin			ELITE	23	9	
22312	ELITE_23_12	ACHIEVEMENT	4	claim	campaign/ELITE/23/12	GOLD	440000	DIAMONDS	10			22309	Once,FollowUp	CampaignWin			ELITE	23	12	
22315	ELITE_23_15	ACHIEVEMENT	4	claim	campaign/ELITE/23/15	EXP_DECANTER	5	DIAMONDS	10			22312	Once,FollowUp	CampaignWin			ELITE	23	15	
22318	ELITE_23_18	ACHIEVEMENT	4	claim	campaign/ELITE/23/18	STAMINA	120	DIAMONDS	10			22315	Once,FollowUp	CampaignWin			ELITE	23	18	
22400	ELITE_24_0	ACHIEVEMENT	4	claim	campaign/ELITE/24/0	EXP_DECANTER	5	DIAMONDS	10			22318	Once,FollowUp,TL141,HasChapter	CampaignWin			ELITE	24	0	
22403	ELITE_24_3	ACHIEVEMENT	4	claim	campaign/ELITE/24/3	GOLD	460000	DIAMONDS	10			22400	Once,FollowUp	CampaignWin			ELITE	24	3	
22406	ELITE_24_6	ACHIEVEMENT	4	claim	campaign/ELITE/24/6	EXP_DECANTER	5	DIAMONDS	10			22403	Once,FollowUp	CampaignWin			ELITE	24	6	
22409	ELITE_24_9	ACHIEVEMENT	4	claim	campaign/ELITE/24/9	STAMINA	60	DIAMONDS	10			22406	Once,FollowUp	CampaignWin			ELITE	24	9	
22412	ELITE_24_12	ACHIEVEMENT	4	claim	campaign/ELITE/24/12	GOLD	460000	DIAMONDS	10			22409	Once,FollowUp	CampaignWin			ELITE	24	12	
22415	ELITE_24_15	ACHIEVEMENT	4	claim	campaign/ELITE/24/15	EXP_DECANTER	5	DIAMONDS	10			22412	Once,FollowUp	CampaignWin			ELITE	24	15	
22418	ELITE_24_18	ACHIEVEMENT	4	claim	campaign/ELITE/24/18	STAMINA	120	DIAMONDS	10			22415	Once,FollowUp	CampaignWin			ELITE	24	18	
22500	ELITE_25_0	ACHIEVEMENT	4	claim	campaign/ELITE/25/0	EXP_DECANTER	5	DIAMONDS	10			22418	Once,FollowUp,TL146,HasChapter	CampaignWin			ELITE	25	0	
22503	ELITE_25_3	ACHIEVEMENT	4	claim	campaign/ELITE/25/3	GOLD	480000	DIAMONDS	10			22500	Once,FollowUp	CampaignWin			ELITE	25	3	
22506	ELITE_25_6	ACHIEVEMENT	4	claim	campaign/ELITE/25/6	EXP_DECANTER	5	DIAMONDS	10			22503	Once,FollowUp	CampaignWin			ELITE	25	6	
22509	ELITE_25_9	ACHIEVEMENT	4	claim	campaign/ELITE/25/9	PRIMAL_ESSENCE	2	DIAMONDS	10			22506	Once,FollowUp	CampaignWin			ELITE	25	9	
22512	ELITE_25_12	ACHIEVEMENT	4	claim	campaign/ELITE/25/12	GOLD	480000	DIAMONDS	10			22509	Once,FollowUp	CampaignWin			ELITE	25	12	
22515	ELITE_25_15	ACHIEVEMENT	4	claim	campaign/ELITE/25/15	EXP_DECANTER	5	DIAMONDS	10			22512	Once,FollowUp	CampaignWin			ELITE	25	15	
22518	ELITE_25_18	ACHIEVEMENT	4	claim	campaign/ELITE/25/18	PRIMAL_ESSENCE	4	DIAMONDS	10			22515	Once,FollowUp	CampaignWin			ELITE	25	18	
22600	ELITE_26_0	ACHIEVEMENT	4	claim	campaign/ELITE/26/0	EXP_DECANTER	5	DIAMONDS	10			22518	Once,FollowUp,TL151,HasChapter	CampaignWin			ELITE	26	0	
22603	ELITE_26_3	ACHIEVEMENT	4	claim	campaign/ELITE/26/3	GOLD	500000	DIAMONDS	10			22600	Once,FollowUp	CampaignWin			ELITE	26	3	
22606	ELITE_26_6	ACHIEVEMENT	4	claim	campaign/ELITE/26/6	EXP_DECANTER	5	DIAMONDS	10			22603	Once,FollowUp	CampaignWin			ELITE	26	6	
22609	ELITE_26_9	ACHIEVEMENT	4	claim	campaign/ELITE/26/9	PRIMAL_ESSENCE	2	DIAMONDS	10			22606	Once,FollowUp	CampaignWin			ELITE	26	9	
22612	ELITE_26_12	ACHIEVEMENT	4	claim	campaign/ELITE/26/12	GOLD	500000	DIAMONDS	10			22609	Once,FollowUp	CampaignWin			ELITE	26	12	
22615	ELITE_26_15	ACHIEVEMENT	4	claim	campaign/ELITE/26/15	EXP_DECANTER	5	DIAMONDS	10			22612	Once,FollowUp	CampaignWin			ELITE	26	15	
22618	ELITE_26_18	ACHIEVEMENT	4	claim	campaign/ELITE/26/18	PRIMAL_ESSENCE	4	DIAMONDS	10			22615	Once,FollowUp	CampaignWin			ELITE	26	18	
22700	ELITE_27_0	ACHIEVEMENT	4	claim	campaign/ELITE/27/0	EXP_DECANTER	5	DIAMONDS	10			22618	Once,FollowUp,TL156,HasChapter	CampaignWin			ELITE	27	0	
22703	ELITE_27_3	ACHIEVEMENT	4	claim	campaign/ELITE/27/3	GOLD	500000	DIAMONDS	10			22700	Once,FollowUp	CampaignWin			ELITE	27	3	
22706	ELITE_27_6	ACHIEVEMENT	4	claim	campaign/ELITE/27/6	EXP_DECANTER	5	DIAMONDS	10			22703	Once,FollowUp	CampaignWin			ELITE	27	6	
22709	ELITE_27_9	ACHIEVEMENT	4	claim	campaign/ELITE/27/9	PRIMAL_ESSENCE	2	DIAMONDS	10			22706	Once,FollowUp	CampaignWin			ELITE	27	9	
22712	ELITE_27_12	ACHIEVEMENT	4	claim	campaign/ELITE/27/12	GOLD	500000	DIAMONDS	10			22709	Once,FollowUp	CampaignWin			ELITE	27	12	
22715	ELITE_27_15	ACHIEVEMENT	4	claim	campaign/ELITE/27/15	EXP_DECANTER	5	DIAMONDS	10			22712	Once,FollowUp	CampaignWin			ELITE	27	15	
22718	ELITE_27_18	ACHIEVEMENT	4	claim	campaign/ELITE/27/18	PRIMAL_ESSENCE	4	DIAMONDS	10			22715	Once,FollowUp	CampaignWin			ELITE	27	18	
22800	ELITE_28_0	ACHIEVEMENT	4	claim	campaign/ELITE/28/0	EXP_DECANTER	5	DIAMONDS	10			22718	Once,FollowUp,TL161,HasChapter	CampaignWin			ELITE	28	0	
22803	ELITE_28_3	ACHIEVEMENT	4	claim	campaign/ELITE/28/3	GOLD	500000	DIAMONDS	10			22800	Once,FollowUp	CampaignWin			ELITE	28	3	
22806	ELITE_28_6	ACHIEVEMENT	4	claim	campaign/ELITE/28/6	EXP_DECANTER	5	DIAMONDS	10			22803	Once,FollowUp	CampaignWin			ELITE	28	6	
22809	ELITE_28_9	ACHIEVEMENT	4	claim	campaign/ELITE/28/9	PRIMAL_ESSENCE	2	DIAMONDS	10			22806	Once,FollowUp	CampaignWin			ELITE	28	9	
22812	ELITE_28_12	ACHIEVEMENT	4	claim	campaign/ELITE/28/12	GOLD	500000	DIAMONDS	10			22809	Once,FollowUp	CampaignWin			ELITE	28	12	
22815	ELITE_28_15	ACHIEVEMENT	4	claim	campaign/ELITE/28/15	EXP_DECANTER	5	DIAMONDS	10			22812	Once,FollowUp	CampaignWin			ELITE	28	15	
22818	ELITE_28_18	ACHIEVEMENT	4	claim	campaign/ELITE/28/18	PRIMAL_ESSENCE	4	DIAMONDS	10			22815	Once,FollowUp	CampaignWin			ELITE	28	18	
40000	EXPERT_0_0	ACHIEVEMENT	5	claim	campaign/EXPERT/0/0	EXP_DECANTER	10	DIAMONDS	10				Once,TL150,HasExpertChapter	CampaignWin			EXPERT	0	0	
40003	EXPERT_0_3	ACHIEVEMENT	5	claim	campaign/EXPERT/0/3	GOLD	1000000	DIAMONDS	10			40000	Once,FollowUp	CampaignWin			EXPERT	0	3	
40006	EXPERT_0_6	ACHIEVEMENT	5	claim	campaign/EXPERT/0/6	SHARD_REEL_DEDICATED_MEDUSA	5	DIAMONDS	10			40003	Once,FollowUp	CampaignWin			EXPERT	0	6	
40009	EXPERT_0_9	ACHIEVEMENT	5	claim	campaign/EXPERT/0/9	SHARD_REEL_DEDICATED_GENIE	5	DIAMONDS	10			40006	Once,FollowUp	CampaignWin			EXPERT	0	9	
40012	EXPERT_0_12	ACHIEVEMENT	5	claim	campaign/EXPERT/0/12	SHARD_REEL_DEDICATED_DRAGON_LADY	5	DIAMONDS	10			40009	Once,FollowUp	CampaignWin			EXPERT	0	12	
40015	EXPERT_0_15	ACHIEVEMENT	5	claim	campaign/EXPERT/0/15	SHARD_REEL_DEDICATED_SATYR	5	DIAMONDS	10			40012	Once,FollowUp	CampaignWin			EXPERT	0	15	
40018	EXPERT_0_18	ACHIEVEMENT	5	claim	campaign/EXPERT/0/18	SHARD_REEL_DEDICATED_CENTAUR_OF_ATTENTION	5	DIAMONDS	10			40015	Once,FollowUp	CampaignWin			EXPERT	0	18	
40100	EXPERT_1_0	ACHIEVEMENT	5	claim	campaign/EXPERT/1/0	EXP_DECANTER	10	DIAMONDS	10			40018	Once,FollowUp	CampaignWin			EXPERT	1	0	
40103	EXPERT_1_3	ACHIEVEMENT	5	claim	campaign/EXPERT/1/3	GOLD	1000000	DIAMONDS	10			40100	Once,FollowUp	CampaignWin			EXPERT	1	3	
40106	EXPERT_1_6	ACHIEVEMENT	5	claim	campaign/EXPERT/1/6	SHARD_REEL_DEDICATED_BROZERKER	5	DIAMONDS	10			40103	Once,FollowUp	CampaignWin			EXPERT	1	6	
40109	EXPERT_1_9	ACHIEVEMENT	5	claim	campaign/EXPERT/1/9	SHARD_REEL_DEDICATED_SHADOW_ASSASSIN	5	DIAMONDS	10			40106	Once,FollowUp	CampaignWin			EXPERT	1	9	
40112	EXPERT_1_12	ACHIEVEMENT	5	claim	campaign/EXPERT/1/12	SHARD_REEL_DEDICATED_ORC_MONK	5	DIAMONDS	10			40109	Once,FollowUp	CampaignWin			EXPERT	1	12	
40115	EXPERT_1_15	ACHIEVEMENT	5	claim	campaign/EXPERT/1/15	SHARD_REEL_DEDICATED_ROLLER_WARRIOR	5	DIAMONDS	10			40112	Once,FollowUp	CampaignWin			EXPERT	1	15	
40118	EXPERT_1_18	ACHIEVEMENT	5	claim	campaign/EXPERT/1/18	SHARD_REEL_DEDICATED_COSMIC_ELF	5	DIAMONDS	10			40115	Once,FollowUp	CampaignWin			EXPERT	1	18	
40200	EXPERT_2_0	ACHIEVEMENT	5	claim	campaign/EXPERT/2/0	EXP_DECANTER	10	DIAMONDS	10			40118	Once,FollowUp	CampaignWin			EXPERT	2	0	
40203	EXPERT_2_3	ACHIEVEMENT	5	claim	campaign/EXPERT/2/3	GOLD	1000000	DIAMONDS	10			40200	Once,FollowUp	CampaignWin			EXPERT	2	3	
40206	EXPERT_2_6	ACHIEVEMENT	5	claim	campaign/EXPERT/2/6	SHARD_REEL_DEDICATED_DEEP_DRAGON	5	DIAMONDS	10			40203	Once,FollowUp	CampaignWin			EXPERT	2	6	
40209	EXPERT_2_9	ACHIEVEMENT	5	claim	campaign/EXPERT/2/9	SHARD_REEL_DEDICATED_NINJA_DWARF	5	DIAMONDS	10			40206	Once,FollowUp	CampaignWin			EXPERT	2	9	
40212	EXPERT_2_12	ACHIEVEMENT	5	claim	campaign/EXPERT/2/12	SHARD_REEL_DEDICATED_UNSTABLE_UNDERSTUDY	5	DIAMONDS	10			40209	Once,FollowUp	CampaignWin			EXPERT	2	12	
40215	EXPERT_2_15	ACHIEVEMENT	5	claim	campaign/EXPERT/2/15	SHARD_REEL_DEDICATED_DEMON_TOTEM	5	DIAMONDS	10			40212	Once,FollowUp	CampaignWin			EXPERT	2	15	
40218	EXPERT_2_18	ACHIEVEMENT	5	claim	campaign/EXPERT/2/18	SHARD_REEL_DEDICATED_SNAP_DRAGON	5	DIAMONDS	10			40215	Once,FollowUp	CampaignWin			EXPERT	2	18	
90000	DAILY_BOSSBATTLE	DAILY_QUEST	6	quests_bossbattle	boss_battle	EXP_PHILTER	3	POWER_POINTS	5				OncePerDay,TL60	DailyUses>=1		boss_battle_win				
90001	BOSSBATTLE_WIN_1	ACHIEVEMENT	8	quests_bossbattle	boss_battle	SHRINE_ROLL_STONE	1	EXP_DECANTER	3				Once,TL60	UserCount	1	BOSS_BATTLE_COUNT				
90002	BOSSBATTLE_WIN_5	ACHIEVEMENT	8	quests_bossbattle	boss_battle	SHRINE_ROLL_STONE	2	GOLD	100000			90001	Once,FollowUp,TL60	UserCount	5	BOSS_BATTLE_COUNT				
90003	BOSSBATTLE_WIN_10	ACHIEVEMENT	8	quests_bossbattle	boss_battle	SHRINE_ROLL_STONE	5	EXP_DECANTER	5			90002	Once,FollowUp,TL60	UserCount	10	BOSS_BATTLE_COUNT				
90004	BOSSBATTLE_WIN_20	ACHIEVEMENT	8	quests_bossbattle	boss_battle	SHRINE_ROLL_CRYSTAL	1	PRIMAL_ESSENCE	3			90003	Once,FollowUp,TL60	UserCount	20	BOSS_BATTLE_COUNT				
90005	BOSSBATTLE_WIN_35	ACHIEVEMENT	8	quests_bossbattle	boss_battle	SHRINE_ROLL_CRYSTAL	2	GOLD	200000			90004	Once,FollowUp,TL60	UserCount	35	BOSS_BATTLE_COUNT				
90006	BOSSBATTLE_WIN_50	ACHIEVEMENT	8	quests_bossbattle	boss_battle	SHRINE_ROLL_CRYSTAL	2	EXP_DECANTER	10			90005	Once,FollowUp,TL60	UserCount	50	BOSS_BATTLE_COUNT				
